NOM_COMM;XX;YY;horse
SAINT-ELIER;499200;2443800;3
LARRAZET;499200;1882000;29
BEDEILLE;499200;1787500;71
PRATS-DU-PERIGORD;499300;1965700;12
SAINT-OUEN-LES-VIGNES;499300;2276300;74
LACAPELLE-CABANAC;499300;1942100;22
IMBLEVILLE;499300;2524900;26
BUSSIERE-GALANT;499300;2069400;151
SAINTE-MARIE-DE-VAUX;499300;2096500;4
LA FONTELAYE;499300;2522800;0
TOURTOIRAC;499400;2031000;92
CONDE-SUR-ITON;499400;2426500;28
GARAC;499400;1854900;6
PAVILLY;499400;2509600;68
SAINT-VICTOR-DE-BUTHON;499500;2379700;84
AUTRECHE;499500;2281100;12
BOURSAY;499500;2336300;46
HENOUVILLE;499500;2498400;76
SAVERES;499600;1819700;12
SAUX;499600;1933300;6
MOULINEAUX;499600;2483700;8
SAINT-DENIS-D_ACLON;499600;2541500;5
MONTBARLA;499600;1913200;12
LORP-SENTARAILLE;499600;1780000;64
LOUBEJAC;499700;1956800;52
MARBEUF;499700;2462700;61
AZE;499700;2318300;94
LE GAULT-PERCHE;499700;2345300;33
SAINT-AMAND-LONGPRE;499700;2299100;10
VILLIERS-SUR-LOIR;499700;2313000;108
THENON;499800;2015400;55
BALINES;499800;2417500;13
GRAVERON-SEMERVILLE;499800;2456000;13
SAINT-PIERRE-DES-FLEURS;499800;2473300;9
BELLAC;499800;2123500;118
MEYRALS;499900;1990500;29
FOUQUEVILLE;499900;2470200;21
MARIGNAC-LASCLARES;499900;1812100;29
SAINT-FLOVIER;499900;2219800;30
COMBEROUGER;499900;1875200;29
ALLAS-LES-MINES;500000;1981600;9
EXCIDEUIL;500000;2037300;46
BEAUCHE;500000;2409600;41
MEAUCE;500000;2388100;36
LABASTIDE-CLERMONT;500000;1817100;61
MORAND;500000;2285700;5
MARCILLY-EN-BEAUCE;500000;2307300;2
BARENTIN;500000;2506200;79
BRACHY;500000;2536400;15
LONGUEIL;500000;2543800;10
QUEVILLON;500000;2491700;17
CASTELFERRUS;500000;1890000;10
LABOURGADE;500000;1884600;4
BELLEGARDE-SAINTE-MARIE;500100;1853400;15
DRUDAS;500100;1863000;7
MONTAGUDET;500100;1917000;7
TAURIGNAN-VIEUX;500100;1783000;12
CLADECH;500100;1979400;0
GRIVES;500200;1974300;18
LE FRESNE;500200;2440700;12
BEAUFORT;500200;1828800;38
LE GRES;500200;1858200;14
DURAVEL;500200;1946900;52
MONTCABRIER;500200;1950800;49
ROYVILLE;500200;2532200;3
CRESTOT;500300;2468200;4
LA CROISILLE;500300;2444400;11
BEAULIEU-LES-LOCHES;500300;2237300;12
SERIGNAC;500300;1937100;15
GUEURES;500300;2539200;57
SAINT-MARTIN-DE-BOSCHERVILLE;500300;2495000;137
FABAS;500300;1791500;114
LE THUIT-ANGER;500400;2475200;41
LES AUTELS-VILLEVILLON;500400;2353800;19
LA MANCELIERE;500400;2405700;18
MIERMAIGNE;500500;2361900;22
HUISSEAU-EN-BEAUCE;500500;2303400;4
SAINT-GOURGON;500500;2296500;1
EMANVILLE;500500;2514700;18
BELVEZE;500500;1925900;18
BELLESSERRE;500500;1865900;0
FONTAINE-SIMON;500600;2390800;41
SAINT-DENIS-D_AUTHOU;500600;2371200;41
LAVELANET-DE-COMMINGES;500600;1806300;124
LESTANVILLE;500600;2528800;6
SAINTE-MARGUERITE-SUR-MER;500600;2546400;20
SAINT-OUEN-LE-MAUGER;500600;2530100;8
SEREILHAC;500600;2085800;199
CASTELS;500700;1986300;30
SAINTE-ORSE;500700;2023500;8
CESSEVILLE;500700;2465500;30
ROUMARE;500700;2502000;9
MOISSAC;500700;1903500;330
DOISSAT;500800;1969700;11
PEYZAC-LE-MOUSTIER;500800;1998700;6
LE BEC-THOMAS;500800;2472100;15
RIEUMES;500800;1824000;102
LUREUIL;500800;2194900;18
SAINT-LEON-SUR-VEZERE;500900;2002800;21
SAINT-RAPHAEL;500900;2034500;8
DUSSAC;501000;2044600;42
LE PLAN;501000;1796800;46
MARTIZAY;501000;2200800;32
VERNEUIL-SUR-INDRE;501000;2227000;50
DANZE;501000;2323900;36
ANCRETIEVILLE-SAINT-VICTOR;501000;2518300;23
VAL-DE-SAANE;501000;2524300;56
BEZENAC;501100;1983700;4
LE MESNIL-HARDRAY;501100;2438200;2
SAINTE-LIVRADE;501100;1850300;12
SAINT-YRIEIX-SOUS-AIXE;501100;2095200;28
ALOS;501100;1766900;17
FERRIERES-HAUT-CLOCHER;501200;2447700;21
HAUTOT-SUR-SEINE;501200;2485900;36
SAINTE-AUSTREBERTHE;501200;2512400;30
LAFITTE;501200;1886500;20
TOURNEDOS-BOIS-HUBERT;501300;2453700;23
POULIGNY-SAINT-PIERRE;501300;2187900;34
LA FONTENELLE;501300;2340300;9
SAINT-LIZIER;501300;1778200;460
LES ESSARTS;501400;2432000;16
SAINT-AUBIN-D_ECROSVILLE;501400;2461400;8
FRETIGNY;501400;2374700;43
MOULHARD;501400;2357900;13
GRATENS;501400;1814400;85
VIRE-SUR-LOT;501400;1943700;5
AZAT-LE-RIS;501400;2146000;33
LES CARS;501400;2075700;92
LA SAUSSAYE;501500;2473800;42
SAINT-CHRISTAUD;501500;1799600;5
LIMERAY;501500;2273600;16
SAINT-QUENTIN-SUR-INDROIS;501500;2246200;31
SAINT-CYR-DU-GAULT;501500;2292100;23
LAMMERVILLE;501500;2533900;77
COURTEILLES;501600;2416400;27
THIRON-GARDAIS;501600;2368100;16
NAVEIL;501600;2310400;66
SAINT-PIERRE-BENOUVILLE;501600;2527600;55
BOUILLAC;501600;1872500;31
FLAVIGNAC;501600;2079900;99
ECAUVILLE;501700;2459500;1
PELLEPORT;501700;1860700;34
BEAUPUY;501700;1869300;3
MONTAIN;501700;1883000;24
JUMILHAC-LE-GRAND;501800;2056800;286
GOUVILLE;501800;2428500;80
LA TRIMOUILLE;501800;2162300;72
GAJAN;501800;1782300;25
BARJAC;501900;1785000;0
FANLAC;502000;2008300;13
SAINT-MEDARD-D_EXCIDEUIL;502000;2039200;36
CIVRAY-DE-TOURAINE;502000;2260700;57
SAINT-NICOLAS-DES-MOTETS;502000;2287900;3
ROMILLY;502000;2328800;1
GOUPILLIERES;502000;2510400;11
LE DORAT;502000;2134600;110
SENTENAC-D_OUST;502000;1763300;80
VAL-DE-LA-HAYE;502100;2488400;10
TOURTOUSE;502100;1788200;30
FERRIERE-SUR-BEAULIEU;502200;2239200;144
SAINT-REGLE;502200;2268600;5
VILLEFRANCHE-DU-PERIGORD;502300;1959900;49
CRIQUEBEUF-LA-CAMPAGNE;502300;2467600;2
GLISOLLES;502300;2443900;17
NOGENT-LE-SEC;502300;2436600;13
CHARGE;502300;2270900;58
ELBEUF;502400;2476300;70
OUVILLE-LA-RIVIERE;502400;2542700;5
SAINT-SARDOS;502400;1878500;53
DAME-MARIE;502400;2423800;0
LA FRAMBOISIERE;502500;2400600;25
MONTIGNY-SUR-AVRE;502500;2414300;110
SAINT-ELIX-LE-CHATEAU;502500;1809500;67
ORIVAL;502500;2480900;50
VEYRINES-DE-DOMME;502600;1978400;7
CHAMP-DOLENT;502600;2440800;2
LA HARENGERE;502600;2471200;8
SAINT-GERMAIN-DE-PASQUIER;502600;2472400;15
LIAS;502600;1841300;5
SEGOUFIELLE;502600;1848400;8
SAINT-HILAIRE-SUR-BENAIZE;502600;2173700;12
FLORESSAS;502600;1940400;17
AMBRUMESNIL;502600;2541000;13
HUGLEVILLE-EN-CAUX;502600;2514800;15
LA VAUPALIERE;502600;2499000;8
SAINT-PRIEST-SOUS-AIXE;502600;2091800;54
SEIX;502600;1757900;573
QUITTEBEUF;502700;2457400;9
LA LOUPE;502700;2386800;46
LUIGNY;502700;2360500;17
SENONCHES;502700;2396400;138
SAINT-JEAN-SAINT-GERMAIN;502700;2232400;46
LA CHAPELLE-VICOMTESSE;502700;2332600;7
VILLERABLE;502700;2307100;16
VALPRIONDE;502700;1928100;8
BELLEVILLE-EN-CAUX;502700;2523800;30
HERMANVILLE;502700;2536800;10
CASTELSARRASIN;502700;1894900;280
TEMPLE-LAGUYON;502700;2026400;0
LES CHATELETS;502800;2407500;14
MONTLANDON;502800;2377300;16
GENSAC-SUR-GARONNE;502800;1802100;24
SAINTE-FOY-DE-PEYROLIERES;502800;1831700;161
SAINT-MATRE;502800;1934300;14
MONTIGNY;502800;2496500;14
SAINT-OUEN-SUR-GARTEMPE;502800;2131100;44
BESSE;502900;1963400;38
SAINT-VINCENT-DE-COSSE;502900;1982700;14
THONAC;502900;2004800;9
BONREPOS-SUR-AUSSONNELLE;502900;1838700;28
OBTERRE;502900;2212700;23
DAME-MARIE-LES-BOIS;502900;2284100;5
VAULRY;503000;2114800;49
SAINT-JULIEN;503100;1805800;6
GRAND-COURONNE;503100;2484200;25
BOULOC;503100;1922800;5
AZERAT;503200;2018400;25
SAINT-LAURENT-LA-VALLEE;503200;1973000;5
BERTRIMONT;503200;2520000;20
PISSY-POVILLE;503200;2504800;84
VEYRAC;503200;2101100;79
SAINT-GIRONS;503200;1775400;416
ECQUETOT;503300;2464300;4
LA SAUCELLE;503300;2404100;34
SAIGUEDE;503300;1836400;49
LAUZERTE;503300;1918800;95
SAINT-AMANS-DE-PELLAGAL;503300;1914100;26
NOURRAY;503400;2302900;7
THIL-MANNEVILLE;503400;2538900;23
LA BAZEUGE;503400;2140200;67
MANDEVILLE;503500;2469400;10
LUZILLE;503500;2252400;27
VARENGEVILLE-SUR-MER;503500;2546000;32
CORDES-TOLOSANNES;503500;1886700;8
EYCHEIL;503500;1773100;69
PREYSSAC-D_EXCIDEUIL;503600;2038600;7
SERGEAC;503600;2000500;27
CLAVILLE;503600;2450800;19
ORVAUX;503600;2438900;8
MONTIREAU;503600;2380300;0
SAINT-ELIPH;503700;2384200;66
MONTBERAUD;503700;1795900;60
GUEUTTEVILLE;503700;2517800;2
CHERVEIX-CUBAS;503800;2032600;12
TILLIERES-SUR-AVRE;503800;2418800;22
CHAPELLE-ROYALE;503800;2351200;27
LE CASTERA;503800;1852700;47
CANGEY;503800;2277300;79
SAINT-JEAN-DU-CARDONNAY;503800;2501100;21
LIGLET;503800;2168100;18
LA CROIX-DU-PERCHE;503900;2365400;7
CASSAGNES;503900;1952000;31
CHANTELOUP;504000;2432600;16
L_HOSMES;504000;2422000;2
SAINT-CYR-LA-CAMPAGNE;504000;2473300;33
LE BURGAUD;504000;1866000;46
CANTELEU;504000;2493600;77
SAINT-AUBIN-LES-ELBEUF;504000;2479100;73
SAINT-VAAST-DU-VAL;504000;2521800;10
LADIGNAC-LE-LONG;504000;2066000;106
GRANGES-D_ANS;504100;2024000;4
FESSANVILLIERS-MATTANVILLIERS;504100;2412500;2
FRESQUIENNES;504100;2507900;95
BRIGUEIL-LE-CHANTRE;504100;2154800;36
GAUDREVILLE-LA-RIVIERE;504200;2441000;19
AZAY-LE-FERRON;504200;2205800;83
LAMBERVILLE;504200;2531500;46
SAINT-ETIENNE-DES-GUERETS;504200;2289500;0
BERNIENVILLE;504300;2453700;14
CHENONCEAUX;504300;2260800;13
BACQUEVILLE-EN-CAUX;504300;2534100;89
DURFORT-LACAPELETTE;504300;1909800;73
LASSERRE;504300;1786600;120
SARLANDE;504400;2050700;173
THIL;504400;1857100;68
BRIDORE;504400;2227000;11
VENDOME;504400;2312000;152
PUY-L_EVEQUE;504400;1946900;54
CASTELNAUD-LA-CHAPELLE;504500;1978600;59
BOIS-DE-LA-PIERRE;504500;1816100;29
LAFITTE-VIGORDANE;504500;1811900;305
RAHART;504500;2319600;13
CAUDEBEC-LES-ELBEUF;504500;2476800;31
ANLHIAC;504600;2036300;13
MARQUAY;504600;1994100;14
PRADERE-LES-BOURGUETS;504600;1850000;11
LANCE;504600;2299100;10
SAINT-MARDS;504600;2530100;17
LACOURT;504600;1770700;13
BEYNAC-ET-CAZENAC;504700;1984700;26
LA BONNEVILLE-SUR-ITON;504700;2445100;19
DAUBEUF-LA-CAMPAGNE;504700;2466400;2
BUTOT;504700;2513600;14
RILHAC-LASTOURS;504700;2073900;24
AURIAC-DU-PERIGORD;504800;2013100;34
SAINT-POMPONT;504800;1968900;61
LE RONCENAY-AUTHENAY;504800;2430500;5
FEUGUEROLLES;504800;2460100;6
MANTHELON;504800;2435200;5
FRANCUEIL;504800;2257400;26
BELHOMERT-GUEHOUVILLE;504900;2390400;14
SAINT-OUEN-DU-BREUIL;504900;2515700;26
SAINTE-CROIX-VOLVESTRE;504900;1791400;68
CALLEVILLE-LES-DEUX-EGLISES;505000;2523700;11
BERNEUIL;505000;2119100;19
BLANZAC;505000;2126000;85
BREUILAUFA;505000;2116500;9
POUCHARRAMET;505100;1825200;94
GOMBERGEAN;505100;2295500;8
BOURRET;505100;1883100;32
MONTJOIE-EN-COUSERANS;505100;1779800;208
ROMAN;505200;2427200;20
VRAIVILLE;505200;2469600;9
SALLES-SUR-GARONNE;505200;1808800;33
DROUE;505200;2337900;64
SAINT-OUEN;505200;2315000;27
LE BOULVE;505200;1936200;26
FRAYSSINET-LE-GELAT;505200;1955000;49
SAINT-MARTIN-LE-VIEUX;505200;2084000;35
CAUGE;505300;2448200;6
SAINT-DIDIER-DES-BOIS;505300;2472300;1
COMBRES;505300;2371600;64
GOUTEVERNISSE;505300;1802000;16
LE BLANC;505300;2182300;412
BEAUVAL-EN-CAUX;505300;2527700;34
MAROMME;505300;2498500;22
PETIT-COURONNE;505300;2487700;28
LE CHALARD;505300;2062200;29
COUFLENS;505300;1750600;3
BERAT;505400;1820200;88
FLERE-LA-RIVIERE;505400;2222600;47
SOUVIGNY-DE-TOURAINE;505400;2267200;51
DINSAC;505400;2138500;58
LAVIGNAC;505400;2080600;5
MERENVIELLE;505500;1847200;27
BELMONTET;505500;1930900;8
GREZELS;505500;1941400;18
LANOUAILLE;505600;2042600;66
BACQUEPUIS;505600;2455500;11
LE POISLAY;505600;2342000;2
CLEON;505600;2480600;66
HAUTEFORT;505700;2029400;84
VILLETTES;505700;2462600;10
CHASSANT;505700;2366600;10
MAUVIERES;505700;2176100;47
SAINTE-CROIX;505700;1927900;12
LE HOULME;505700;2502200;41
PEYRILHAC;505700;2107500;83
PUJAUDRAN;505800;1843700;63
COLMESNIL-MANNEVILLE;505800;2539700;8
LE GRAND-QUEVILLY;505800;2490900;44
UNVERRE;505900;2355200;98
GOUZENS;505900;1798100;71
AUPPEGARD;505900;2537900;23
SIERVILLE;505900;2511200;69
SAINT-ANDRE-D_ALLAS;506000;1988500;21
LAUNAC;506000;1861600;37
CLERE-DU-BOIS;506000;2216500;51
CHAUVIGNY-DU-PERCHE;506000;2329600;9
SAINTE-ANNE;506000;2307300;26
VERNEUIL-MOUSTIERS;506000;2149200;5
MONTARDIT;506000;1785800;5
AULNAY-SUR-ITON;506100;2444700;9
LAHITERE;506100;1793900;16
PESCADOIRES;506100;1944800;5
SAINT-CAPRAIS;506100;1957600;2
SAINT-PIERRE-LES-ELBEUF;506100;2476300;49
CHAMBORET;506100;2112400;92
VALOJOULX;506200;2002500;14
VENON;506200;2464600;4
VILLALET;506200;2437600;20
BREZOLLES;506200;2410800;19
LOUVILLIERS-LES-PERCHE;506200;2402700;7
CAMBERNARD;506200;1829600;15
CHISSEAUX;506200;2261800;34
LEBREIL;506200;1925000;3
OFFRANVILLE;506200;2542400;71
VERNEUIL-SUR-VIENNE;506200;2095100;218
SAINT-RABIER;506300;2020000;14
TAMNIES;506300;1998000;102
AIXE-SUR-VIENNE;506300;2089300;142
SURTAUVILLE;506400;2467400;1
PEYSSIES;506400;1814400;4
VARNEVILLE-BRETTEVILLE;506400;2518300;33
SAINTE-JULIETTE;506400;1921900;2
ENCOURTIECH;506400;1774000;18
CHAMPROND-EN-GATINE;506500;2378100;22
LINGE;506500;2195700;27
ESLETTES;506500;2506300;16
TOTES;506500;2521400;16
LES BARTHES;506500;1899500;47
SOUEIX-ROGALLE;506500;1766600;236
BERENGEVILLE-LA-CAMPAGNE;506600;2458000;4
SAINT-MAURICE-SAINT-GERMAIN;506600;2388700;15
MOSNES;506600;2272500;18
SENNEVIERES;506600;2235500;60
MALAUNAY;506600;2503900;52
SAINT-CYBRANET;506700;1976200;11
BEAUTOT;506700;2516200;3
DEVILLE-LES-ROUEN;506700;2497300;30
HAUTOT-SUR-MER;506700;2545800;106
MONTIGNAC;506800;2007500;86
ARROU;506800;2346600;69
DOUADIC;506800;2190000;53
BOUFFRY;506800;2335200;13
MESLAND;506800;2280500;111
BERTREVILLE-SAINT-OUEN;506800;2535800;34
TERSANNES;506800;2144100;13
LE SACQ;506900;2433400;5
LES VENTES;506900;2440400;10
GENILLE;506900;2243400;154
BIVILLE-LA-BAIGNARDE;506900;2525700;13
THOLLET;506900;2160500;19
BREUX-SUR-AVRE;507000;2419500;45
BEROU-LA-MULOTIERE;507000;2416500;61
LE LIEGE;507000;2248300;8
NOTRE-DAME-DE-BONDEVILLE;507000;2499600;18
MAS-GRENIER;507000;1877700;45
SAINT-JUNIEN-LES-COMBES;507000;2121300;9
ERP;507000;1770900;178
ANGOISSE;507100;2048400;49
NAILHAC;507100;2025500;17
CRUCHERAY;507100;2304300;14
SANTENAY;507100;2285800;2
OMONVILLE;507100;2533400;13
SAINT-GENCE;507100;2101700;62
REVERCOURT;507200;2414500;10
MENVILLE;507200;1853700;16
MONTEAUX;507200;2276900;8
LAGARDELLE;507200;1943600;3
BELMESNIL;507200;2530900;35
SAVENES;507200;1870500;19
GRANDVILLIERS;507300;2424000;7
LA HAYE-MALHERBE;507300;2471800;63
LA VILLE-AUX-CLERCS;507300;2325100;53
LE PETIT-QUEVILLY;507300;2492500;50
SAINT-PORQUIER;507300;1890200;22
LASSERRE;507400;1848800;27
AREINES;507500;2311600;40
SAINT-FIRMIN-DES-PRES;507500;2316800;6
POMAREDE;507500;1951500;10
FRENEUSE;507500;2479600;18
SAINT-SEBASTIEN-DE-MORSENT;507600;2446700;21
FRANCAY;507600;2291600;7
SAINT-HILAIRE-LES-PLACES;507600;2071300;83
MERIGON;507600;1788100;14
LA BACHELLERIE;507700;2015500;72
CRASVILLE;507700;2468200;3
DAMVILLE;507700;2430300;27
SACQUENVILLE;507700;2454400;15
SAINT-CEZERT;507700;1865000;32
MARTOT;507800;2476300;4
SAINT-MARTIN-LA-CAMPAGNE;507800;2452600;2
FONTENILLES;507800;1839900;153
LIZAC;507800;1901900;19
CONTRAZY;507800;1784500;42
CAMPAGNAC-LES-QUERCY;507900;1966700;38
LA CHAPELLE-SAINT-JEAN;507900;2022300;1
VEZAC;507900;1982800;573
LE MESNIL-THOMAS;507900;2399700;72
BRETX;507900;1856700;209
SAINT-LYS;507900;1834800;246
ANCEAUMEVILLE;507900;2508800;63
GENIS;508000;2037300;28
FRAZE;508000;2363000;109
LISLE;508000;2319500;8
PRAY;508000;2299000;7
SAUQUEVILLE;508000;2539800;15
RIEUX;508000;1806500;0
FARGUES;508100;1934100;20
MEILHAC;508100;2079600;73
EPEIGNE-LES-BOIS;508200;2253600;48
MESLAY;508200;2313600;54
OISSEL;508200;2484000;100
ESCATALENS;508200;1887300;131
GAUVILLE-LA-CAMPAGNE;508300;2450900;29
QUATREMARE;508300;2465800;12
LE BOCASSE;508300;2513200;26
DROUX;508300;2130100;58
LEVIGNAC;508500;1851400;88
SAINT-HIPPOLYTE;508500;2229300;199
MARMINIAC;508500;1963000;37
PRAYSSAC;508500;1946500;48
MANEHOUVILLE;508500;2538000;3
MONTESQUIEU-AVANTES;508500;1782000;294
ARNIERES-SUR-ITON;508600;2444500;15
HAPPONVILLIERS;508600;2370800;17
SAINT-CLAR-DE-RIVIERE;508600;1831000;21
BELAYE;508600;1939500;16
MONTLAUZUN;508600;1922400;4
DAMPIERRE-SOUS-BROU;508700;2359100;17
LINTOT-LES-BOIS;508700;2534500;3
LONGAGES;508800;1817800;94
MONTESQUIEU-VOLVESTRE;508800;1799500;376
BEYNAC;508800;2085900;29
DAGLAN;508900;1972500;61
CANAPPEVILLE;508900;2462800;18
MONT-SAINT-AIGNAN;508900;2497400;113
PARVILLE;508900;2448900;0
BOISSEUILH;509000;2031800;9
HOUETTEVILLE;509000;2459700;10
SAINT-LUBIN-DE-CRAVANT;509000;2412800;2
LANCOME;509000;2295500;4
VEUVES;509000;2275900;3
CRIQUETOT-SUR-LONGUEVILLE;509000;2532300;15
VASSONVILLE;509000;2522000;23
LABASTIDE-DU-TEMPLE;509000;1898400;57
BURGNAC;509000;2082900;59
CARBONNE;509100;1811600;100
MONTVILLE;509100;2506100;53
CHISSAY-EN-TOURAINE;509200;2262200;14
LE FAVRIL;509300;2385200;26
SAINT-GEORGES-SUR-CHER;509300;2257200;91
ACON;509400;2419700;5
CRUCEY-VILLAGES;509400;2408400;19
LA HOUSSAYE-BERANGER;509400;2515500;16
SAINT-AUBIN-SUR-SCIE;509400;2543500;52
SAINT-ETIENNE-DU-ROUVRAY;509400;2487800;104
TOURVILLE-LA-RIVIERE;509400;2481700;43
TREJOULS;509400;1919000;3
LA CHAPELLE-AUBAREIL;509500;2001700;33
SYLVAINS-LES-MOULINS;509500;2434500;29
PAULNAY;509500;2207500;75
MONTCLERA;509500;1958300;44
CROSVILLE-SUR-SCIE;509500;2536500;2
HOUPPEVILLE;509500;2501500;75
SAINT-DENIS-SUR-SCIE;509600;2523600;32
MONTAURE;509700;2470900;35
LHERM;509700;1825800;159
GOUJOUNAC;509700;1953300;15
OUST;509700;1762500;176
SAINT-PAUL-SUR-SAVE;509800;1855900;76
COULOMMIERS-LA-TOUR;509800;2309300;19
GONNEVILLE-SUR-SCIE;509800;2529600;25
ROUEN;509800;2494400;406
SOTTEVILLE-LES-ROUEN;509800;2491000;83
LA ROQUE-GAGEAC;509900;1980200;6
LES BAUX-SAINTE-CROIX;509900;2441700;15
SURVILLE;509900;2467700;11
BELABRE;509900;2173500;253
NANTIAT;509900;2112900;96
MAUVEZIN-DE-SAINTE-CROIX;509900;1786600;2
LES FARGES;510000;2013300;5
CRIQUEBEUF-SUR-SEINE;510000;2477900;17
SAINT-MACLOU-DE-FOLLEVILLE;510000;2520600;21
FINHAN;510000;1879600;6
TOURNEVILLE;510100;2455800;43
FRIAIZE;510100;2381900;9
RILLY-SUR-LOIRE;510100;2273900;19
DIEPPE;510100;2548000;135
FRESNAY-LE-LONG;510100;2517700;5
CHATRES;510200;2021400;31
MARCILLAC-SAINT-QUENTIN;510200;1995600;24
PEYRIGNAC;510200;2018200;19
BUSLOUP;510200;2323400;22
VALLIERES-LES-GRANDES;510200;2268600;96
ANGLARS-JUILLAC;510200;1943400;5
MONTCUQ;510200;1926600;90
DENESTANVILLE;510200;2535200;12
MAGNAC-LAVAL;510200;2137100;89
AUBAS;510300;2009400;19
CENAC-ET-SAINT-JULIEN;510300;1976800;83
LARRA;510300;1859700;71
SAINT-CYRAN-DU-JAMBOT;510300;2225400;166
FONTAINE-RAOUL;510300;2331200;11
CAZES-MONDENARD;510300;1913000;103
NEXON;510300;2075600;144
NIEUL;510300;2103000;133
JAUDRAIS;510400;2397900;37
MONTIGNY-LE-CHARTIF;510400;2366400;28
LEGUEVIN;510400;1843900;101
ANNEVILLE-SUR-SCIE;510400;2538700;19
TOURVILLE-SUR-ARQUES;510400;2541000;19
AUCAMVILLE;510400;1866600;47
LA VILLE-DIEU-DU-TEMPLE;510400;1894100;124
THOUARS-SUR-ARIZE;510400;1798300;11
COURTALAIN;510500;2343400;4
MURS;510500;2214500;26
LESCURE;510500;1779000;242
SOULAN;510500;1768700;58
RUAN-SUR-EGVONNE;510500;2335600;0
BROSVILLE;510600;2457500;27
LE MESNIL-FUGUET;510600;2453400;14
CHEMILLE-SUR-INDROIS;510600;2239900;17
LUSSAC-LES-EGLISES;510600;2149700;107
RANCON;510600;2126000;29
SARLAT-LA-CANEDA;510700;1989200;264
BUIS-SUR-DAMVILLE;510700;2427800;26
BOISGASSON;510700;2339500;1
BRAX;510700;1846500;28
CLERES;510700;2511100;63
HEUGLEVILLE-SUR-SCIE;510700;2527100;93
COULONGES;510700;2157600;12
VILLEROMAIN;510700;2302700;0
SAVIGNAC-LEDRIER;510800;2043000;121
HONDOUVILLE;510800;2461500;14
LABASTIDETTE;510800;1828900;23
VERDUN-SUR-GARONNE;510800;1872500;76
LA MEYZE;510800;2068100;72
FORNEX;510800;1796300;5
DROISY;510900;2422800;16
PEZOU;510900;2319400;25
ROUXMESNIL-BOUTEILLES;510900;2545500;25
BADEFOLS-D_ANS;511000;2026000;24
AVIRON;511000;2451600;33
TOSTES;511000;2474400;32
SAINT-PELLERIN;511000;2342100;25
MONTAIGUT-SUR-SAVE;511000;1853800;129
PERIGNY;511000;2306300;11
ROCE;511000;2313300;2
GRUGNY;511000;2514100;5
FONSORBES;511100;1837200;114
CARNAC-ROUFFIAC;511100;1935700;37
SOTTEVILLE-SOUS-LE-VAL;511100;2480600;14
MONBEQUI;511100;1877200;7
DIGNY;511200;2392900;92
SAINT-MICHEL-EN-BRENNE;511200;2199300;89
HERBAULT;511200;2291200;13
ISLE;511200;2089800;184
BOUZIC;511300;1969500;11
LE THIEULIN;511300;2379300;87
MONTBRUN-BOCAGE;511300;1791300;77
TOURAILLES;511300;2299600;4
CAZALS;511300;1961100;16
SAINT-DAUNES;511300;1929400;6
LONGUEVILLE-SUR-SCIE;511300;2533800;96
MEAUZAC;511300;1899900;25
LES JUNIES;511400;1949500;13
MONT-CAUVAIRE;511400;2508800;21
CASTELFRANC;511400;1945400;0
PRUDEMANCHE;511500;2414300;9
LAVERNOSE-LACASSE;511500;1821600;32
SAINT-YRIEIX-LA-PERCHE;511500;2058900;411
NONVILLIERS-GRANDHOUX;511600;2371800;11
MAILHOLAS;511600;1805300;8
CHATILLON-SUR-INDRE;511600;2221900;116
BAGAT-EN-QUERCY;511600;1932100;17
SAINT-LAURENT-LOLMIE;511600;1921200;6
AUFFAY;511600;2524600;58
BOIS-GUILLAUME;511600;2498100;285
SAINT-CRESPIN;511600;2531400;22
SAINTE-TRIE;511700;2033100;5
LE MESNIL-JOURDAIN;511700;2465500;116
LE PLESSIS-GROHAN;511700;2439100;8
LAMASQUERE;511700;1832000;69
RUFFEC;511700;2181000;83
ONZAIN;511700;2279800;69
SEILLAC;511700;2283900;13
MONTECH;511700;1884000;139
SALAGNAC;511800;2035600;19
LES CORVEES-LES-YYS;511800;2374700;16
BOSMIE-L_AIGUILLE;511800;2085700;79
SAINT-GERMAIN-DES-ANGLES;511800;2454300;0
PONTGOUIN;511900;2388700;40
AMFREVILLE-LA-MI-VOIE;511900;2490400;5
ROUSSAC;511900;2119700;155
USTOU;511900;1752800;300
VITRAC;512000;1982700;18
DAMPIERRE-SUR-AVRE;512100;2418300;15
LAFRANCAISE;512100;1904400;106
RIVERENERT;512100;1772600;78
TEILLOTS;512200;2029300;5
VILLETRUN;512200;2310300;10
BOSC-GUERARD-SAINT-ADRIEN;512200;2505600;56
LA CHAUSSEE;512200;2536400;30
CORNEUIL;512300;2432400;5
LA HAYE-LE-COMTE;512300;2467100;3
LA VACHERIE;512300;2459100;19
BROU;512300;2358200;133
ORCHAISE;512300;2287900;41
BIHOREL;512300;2496800;64
BONSECOURS;512300;2492600;24
SAINT-VICTOR-L_ABBAYE;512300;2519200;11
LE BUIS;512300;2115500;17
MARQUEFAVE;512400;1812500;28
LES AUTHIEUX-SUR-LE-PORT-SAINT-OUEN;512400;2483000;0
EVREUX;512500;2447500;202
MAILLEBOIS;512500;2404300;20
CAPENS;512500;1815300;10
CERE-LA-RONDE;512500;2251100;44
LANDES-LE-GAULOIS;512500;2295900;13
AUBERMESNIL-BEAUMAIS;512500;2539600;11
JOURGNAC;512500;2081900;116
ALEU;512500;1766100;54
SAINT-JOUVENT;512600;2106800;62
AVRILLY;512700;2437300;8
