NOM_COMM;XX;YY;horse
VILLIERS-ADAM;592800;2452400;50
NEUVY-EN-SULLIAS;592900;2308300;71
CAUVIGNY;592900;2478300;38
DIEUDONNE;592900;2471500;32
SAINT-JEAN-DE-MARCEL;592900;1895000;53
ARGENTEUIL;592900;2439200;140
AUDEVILLE;593000;2364500;0
GRANES;593100;1765800;95
MONTLOUIS;593100;2200700;4
BONNEUIL-LES-EAUX;593100;2520400;5
HAUDIVILLERS;593100;2498800;54
SALOUEL;593100;2541500;82
ARPAJON;593100;2399000;30
AVRAINVILLE;593100;2395300;18
BOIS-HERPIN;593100;2374800;8
FONTIERS-CABARDES;593200;1819100;25
LAPRADE;593200;1826500;18
SAINT-JULIA-DE-BEC;593200;1761800;9
LA CHAUSSADE;593200;2109600;31
BOUZONVILLE-AUX-BOIS;593200;2345000;1
VAUX-EN-AMIENOIS;593200;2552900;32
LA GARENNE-COLOMBES;593200;2434200;205
REMAISNIL;593200;2578900;0
CAUX-ET-SAUZENS;593300;1802500;63
PIEUSSE;593300;1786700;10
DECAZEVILLE;593300;1951700;122
CHAVEROCHE;593300;2062700;6
BOSROGER;593300;2111500;4
VRIGNY;593300;2341600;22
SAINT-MOMELIN;593300;2646500;21
INGHEM;593300;2630400;7
ROUSSENNAC;593400;1938500;70
CHAMBLY;593400;2463700;105
LONGUENESSE;593400;2637900;158
SAUSSENAC;593400;1887900;99
COLOMBES;593400;2436000;189
SAINT-LEU-LA-FORET;593400;2446800;95
MOUCHY-LE-CHATEL;593400;2480800;0
LUGAN;593500;1942400;26
BOISSET;593500;1976100;177
PREVERANGES;593500;2161500;102
PEYRAT-LA-NONIERE;593500;2120000;168
ASCOUX;593500;2347500;51
PITHIVIERS;593500;2353500;27
ARGOEUVES;593500;2549300;19
ALET-LES-BAINS;593600;1776800;39
AUBIN;593600;1947800;150
CRESPIN;593600;1905800;54
PLEAUX;593600;2012900;394
VITRY-AUX-LOGES;593600;2325700;254
TROUSSENCOURT;593600;2511800;4
SAINT-JEAN-DE-VALS;593600;1853900;19
SAINT-FLORENT-SUR-CHER;593700;2221200;66
BRESLES;593700;2490600;36
SAINTE-EUSOYE;593700;2508600;23
FAUCH;593700;1870800;92
LINAS;593700;2403000;50
VERRIERES-LE-BUISSON;593700;2416800;138
BETHEMONT-LA-FORET;593700;2450600;107
LE FAY-SAINT-QUENTIN;593800;2494600;8
BERGUENEUSE;593800;2607900;1
HELFAUT;593800;2633100;13
HERICOURT;593800;2593600;5
NOHEDES;593800;1736000;4
WARGNIES;593800;2560000;2
JANVILLE-SUR-JUINE;593800;2389100;58
SANNOIS;593800;2441500;69
LUNERY;593900;2215300;37
NEUVIC;593900;2041200;187
ERNY-SAINT-JULIEN;593900;2621000;10
THEROUANNE;593900;2626000;115
OUTREBOIS;593900;2574800;16
SAINT-SAUFLIEU;593900;2532100;23
SAINT-GREGOIRE;593900;1883700;86
VILLENEUVE-SUR-AUVERS;593900;2385300;18
IDS-SAINT-ROCH;594000;2190400;78
MILLAM;594000;2651300;23
FLEURY;594000;2603200;8
CLAMART;594000;2422000;158
COURBEVOIE;594000;2433300;296
WULVERDINGHE;594100;2648300;3
HERMES;594100;2484600;50
FLERS;594100;2591700;10
ROUMEGOUX;594100;1867400;25
ERMONT;594100;2443300;82
BLANDY;594100;2369400;0
FLAGNAC;594200;1954700;69
SAINT-PIERRE-LE-BOST;594200;2155100;55
LAIRES;594200;2616000;27
PIERREMONT;594200;2600400;9
ESSERTAUX;594200;2527700;21
BARRIAC-LES-BOSQUETS;594300;2016300;40
CHALVIGNAC;594300;2027400;306
NEOUX;594300;2101700;50
ISDES;594300;2296000;43
ANVIN;594300;2606100;7
FLERS-SUR-NOYE;594300;2525800;5
LABRUGUIERE;594300;1834100;153
BRAGEAC;594400;2022500;14
PREDEFIN;594400;2612200;15
FLESSELLES;594400;2556300;70
HEBECOURT;594400;2535700;24
LE PLESSIS-ROBINSON;594400;2420200;103
COUIZA;594500;1770200;10
LAVALETTE;594500;1798800;9
ROULLENS;594500;1795900;3
PRADINAS;594500;1916200;32
OMPS;594500;1986600;45
FRESNOY-EN-THELLE;594500;2466700;14
LIGNY-SUR-CANCHE;594500;2587600;8
PARIS-16E--ARRONDISSEMENT;594500;2429100;3546
PUISELET-LE-MARAIS;594500;2377800;4
CHATENAY-MALABRY;594500;2418800;241
FRAISSE-CABARDES;594600;1814100;10
BONNEVILLE;594600;2564600;4
SAINT-GERMAIN-LES-ARPAJON;594600;2400000;52
ISSY-LES-MOULINEAUX;594600;2424900;233
MOURS;594600;2459100;12
MAGNAT-L_ETRANGE;594700;2088300;10
GERMIGNY-DES-PRES;594700;2315500;75
LA NORVILLE;594700;2398000;23
LA VILLE-DU-BOIS;594700;2406900;37
RENNES-LE-CHATEAU;594800;1767900;27
SAINT-JULIEN-LE-CHATEL;594800;2124200;59
CROISETTE;594800;2595400;28
SAINT-OMER;594800;2641500;143
NYER;594800;1721900;6
MOUZIEYS-TEULET;594800;1875200;4
SAULX-LES-CHARTREUX;594800;2409500;208
NEUILLY-SUR-SEINE;594800;2431900;1068
CHAUSSENAC;594900;2019500;621
SAINT-PARDOUX-LE-VIEUX;594900;2066800;49
DADONVILLE;594900;2350400;12
NOYERS-SAINT-MARTIN;594900;2505600;13
CLARQUES;594900;2628300;16
LEUVILLE-SUR-ORGE;594900;2401700;44
MONTLHERY;594900;2404800;39
BOIS-COLOMBES;594900;2435200;60
MARMAGNE;595000;2232100;117
NEUVY-SUR-BARANGEON;595000;2258000;20
LAVAUFRANCHE;595000;2145000;89
SAINT-GEORGES-NIGREMONT;595000;2092800;8
SIRACOURT;595000;2597200;15
CHAUVRY;595000;2450500;12
PERSAN;595000;2461300;139
LACAPELLE-VIESCAMP;595100;1991600;34
MORTHOMIERS;595100;2227000;12
SAINT-REMY;595100;2072600;38
GUILLY;595100;2311700;37
MARSAINVILLIERS;595100;2357000;3
ESQUENNOY;595100;2517500;30
HEILLES;595100;2481700;25
BONNIERES;595100;2582400;71
ENGUINEGATTE;595100;2623700;14
ORESMAUX;595100;2529900;46
LARDY;595100;2392000;77
PONTCHARRAUD;595200;2095600;32
BELLEGARDE;595200;1878100;22
ROQUECOURBE;595200;1852300;98
GUIBEVILLE;595200;2396400;20
SAINT-PRIX;595200;2446900;99
CUXAC-CABARDES;595300;1821000;85
PREIXAN;595300;1793400;22
SEICHEBRIERES;595300;2331300;12
HEUCHIN;595300;2609500;4
LAWARDE-MAUGER-L_HORTOY;595300;2523900;26
LUC-SUR-AUDE;595400;1773400;26
POMAS;595400;1789300;22
INEUIL;595400;2196600;19
MONTREUIL-SUR-BRECHE;595400;2501600;12
CROIX-EN-TERNOIS;595400;2598600;61
CHEPTAINVILLE;595400;2394200;115
VENTENAC-CABARDES;595500;1808100;27
LEYNHAC;595500;1971100;216
ULLY-SAINT-GEORGES;595500;2475200;33
BARLY;595500;2578900;5
MASSY;595500;2414300;72
ROUFFIAC-D_AUDE;595600;1791300;11
BLENDECQUES;595600;2635800;77
SOUANYAS;595600;1727100;5
DURY;595600;2539500;62
LONGUEVILLETTE;595600;2570500;12
BOUVILLE;595600;2381500;34
MESPUITS;595600;2373200;2
NERVILLE-LA-FORET;595600;2454600;5
VALIERGUES;595700;2052600;40
SAINT-LOUP;595700;2127300;97
LOOBERGHE;595700;2657700;47
JUJOLS;595700;1731000;2
CHAMPLAN;595700;2412100;26
EAUBONNE;595700;2443600;68
COUSTAUSSA;595800;1770400;1
SALVEZINES;595800;1752400;24
VENESMES;595800;2205200;93
BEISSAT;595800;2084800;3
BONDAROY;595800;2354000;5
MERCKEGHEM;595800;2652900;18
NEUILLY-EN-THELLE;595800;2470100;123
LAGARRIGUE;595800;1841600;12
SAINT-PIERRE-LES-BOIS;595900;2185700;60
LE MESNIL-EN-THELLE;595900;2464100;24
CANDAS;595900;2567000;70
MARSAL;595900;1880600;1
MOULARES;595900;1897300;10
SAINT-JUST-ET-LE-BEZU;596000;1763900;87
CHAMBON-LA-FORET;596000;2338800;19
NIEURLET;596000;2644500;30
ESSUILES;596000;2498100;41
FLECHIN;596000;2618200;43
MONCHY-CAYEUX;596000;2604300;11
CRANSAC;596100;1946300;59
BORD-SAINT-GEORGES;596100;2139000;220
CHAMPAGNAT;596100;2113300;166
CESARVILLE-DOSSAINVILLE;596100;2362600;1
SAINT-FELIX;596100;2484100;13
RUMIGNY;596100;2534200;11
BOISSY-LE-CUTTE;596100;2385700;8
SAINT-VICTOR;596200;2001000;89
SAINT-MAUR;596200;2174200;33
FONTAINE-LES-BOULANS;596200;2611500;26
WAVRANS-SUR-TERNOISE;596200;2601600;21
NAOURS;596200;2561000;68
SAINT-GRATIEN;596200;2441200;62
BOUILLY-EN-GATINAIS;596300;2344200;5
ECOIVRES;596300;2592100;6
LONGPONT-SUR-ORGE;596300;2404600;102
FONTENAY-AUX-ROSES;596300;2421100;56
LEVALLOIS-PERRET;596300;2432900;510
VANVES;596300;2424800;79
CABANES;596400;1909900;32
RIGNAC;596400;1933600;185
SAINT-PARTHEM;596400;1959100;74
MENETREOL-SUR-SAULDRE;596400;2272100;26
MAINVILLIERS;596400;2366600;4
BROUCKERQUE;596400;2662000;44
NUNCQ-HAUTECOTE;596400;2590200;15
ASNIERES-SUR-SEINE;596400;2435200;325
CHATILLON;596400;2422700;94
PRESLES;596400;2457000;74
FOURNOULES;596500;1963500;38
VIGLAIN;596500;2303500;90
MANTET;596500;1716500;69
HEM-HARDINVAL;596500;2573000;5
OCCOCHES;596500;2576300;12
BALLAINVILLIERS;596500;2408000;41
BROUY;596500;2369700;5
MARGENCY;596500;2444800;18
MONTLIGNON;596500;2446200;50
LE CHATELET;596600;2180900;180
BELLEGARDE-EN-MARCHE;596600;2109000;21
LEYRAT;596600;2150800;46
REMERANGLES;596600;2494500;15
ECQUES;596600;2631200;78
AMIENS;596600;2544900;558
CRESPINET;596600;1883700;10
SAINT-ANTONIN-DE-LACALM;596600;1864400;28
CASSAIGNES;596700;1771600;20
GRANDE-SYNTHE;596700;2669300;70
BRETEUIL;596700;2515200;53
LA RUE-SAINT-PIERRE;596700;2490700;16
PARIS-15E--ARRONDISSEMENT;596700;2426800;935
BERTANGLES;596700;2553000;18
PUILAURENS;596800;1756600;12
LAPAN;596800;2213400;3
SAINT-DOMET;596800;2116700;27
VENDEUIL-CAPLY;596800;2512500;5
HERLINCOURT;596800;2594300;8
NOINTEL;596800;2458900;15
VILLAR-SAINT-ANSELME;596900;1783800;1
BERRY-BOUY;596900;2236700;52
CORQUOY;596900;2210200;85
LEDERZEELE;596900;2646600;33
ENQUIN-LES-MINES;596900;2621200;14
FREVENT;596900;2586100;30
HEURINGHEM;596900;2633400;62
URBANYA;596900;1737700;4
HALLIVILLERS;596900;2522100;13
BOURAY-SUR-JUINE;596900;2390400;33
GENNEVILLIERS;596900;2437300;46
GARDIE;596900;1785700;0
SAINT-POLYCARPE;597000;1781100;1
SAINT-AVIT-DE-TARDES;597000;2102100;348
EPS;597000;2606600;22
MONTONVILLERS;597000;2555500;7
ORVEAU;597000;2383300;28
MALAKOFF;597000;2424200;67
SCEAUX;597000;2419800;85
SAINT-PAUL-DES-LANDES;597100;1994400;353
SAINT-CAPRAIS;597100;2219000;30
TERRE-CLAPIER;597100;1871900;34
ANDOUQUE;597200;1889600;15
MAROLLES-EN-HUREPOIX;597200;2396200;23
VILLIERS-SUR-ORGE;597200;2406600;25
ANTONY;597200;2416800;274
BOUFFEMONT;597200;2449300;91
CAUDEBRONDE;597300;1820500;9
BOURNAZEL;597300;1939800;21
LIGNAREIX;597300;2068100;6
VOLCKERINCKHOVE;597300;2649600;10
MOUY;597300;2479900;82
MOSSET;597300;1741100;166
BEAUMONT-SUR-OISE;597300;2460200;85
SOISY-SOUS-MONTMORENCY;597300;2443300;46
COUFFOULENS;597400;1794600;10
SAINT-ANDRE-FARIVILLERS;597400;2509300;9
BRETIGNY-SUR-ORGE;597400;2400400;125
LONGJUMEAU;597400;2410100;93
BERNES-SUR-OISE;597400;2463100;4
SAINT-MAMET-LA-SALVETAT;597500;1983900;144
SAINT-MARTIN-CANTALES;597500;2009800;57
SAINT-SYMPHORIEN;597500;2200800;6
USSEL;597500;2061000;273
SAINT-FUSCIEN;597500;2537700;33
CRESPIN;597500;1893900;6
TANUS;597500;1900700;46
VALPUISEAUX;597500;2377000;34
ANDILLY;597500;2445500;19
BAILLET-EN-FRANCE;597500;2451200;15
ARAGON;597600;1810700;11
MONTFORT-SUR-BOULZANE;597600;1747300;5
SAINT-SILVAIN-BELLEGARDE;597600;2107300;27
SAINT-PALAIS;597600;2160000;53
FEBVIN-PALFART;597600;2615400;23
REBECQUES;597600;2628200;9
MONTSOULT;597600;2452600;18
VERAZA;597600;1776600;0
FRAMECOURT;597600;2591900;0
CASTANET;597700;1921300;77
ALLOGNY;597700;2248200;125
CHIRAC-BELLEVUE;597700;2050200;14
RAMOULU;597700;2358800;4
SAINT-MARTIN-D_ABBAT;597700;2320200;114
MORANGLES;597700;2466300;3
GRATTEPANCHE;597700;2532200;7
CLICHY;597700;2433900;103
ENGHIEN-LES-BAINS;597700;2441200;39
LES MARTYS;597800;1824400;10
SAINT-MARTIAL-LE-VIEUX;597800;2076500;27
HERNICOURT;597800;2602100;15
RAMECOURT;597800;2596400;7
PARIS-17E--ARRONDISSEMENT;597800;2432100;1294
CAUCALIERES;597800;1837500;51
ALMONT-LES-JUNIES;597900;1955500;151
LE SUBDRAY;597900;2224200;8
COMBREUX;597900;2328500;18
FORT-MARDYCK;597900;2670800;9
ERCUIS;597900;2470600;11
MAMETZ;597900;2626100;42
POULAINVILLE;597900;2550700;21
VALDURENQUE;597900;1841000;9
PENNAUTIER;598000;1805400;6
HONDAINVILLE;598000;2482900;15
THIEUX;598000;2505200;6
CERNY;598000;2387400;35
BAGNEUX;598000;2422100;65
VILLARDONNEL;598100;1814600;116
VITRAC;598100;1978800;17
NIBELLE;598100;2334900;70
CHILLY-MAZARIN;598100;2412100;121
SAINT-MICHEL-SUR-ORGE;598100;2403600;52
SAUVETERRE-DE-ROUERGUE;598200;1916200;39
BOYAVAL;598200;2608600;55
CANTELEUX;598200;2580700;1
PARIS--7E--ARRONDISSEMENT;598200;2428600;842
PARIS--8E--ARRONDISSEMENT;598200;2430400;1997
GEZAINCOURT;598200;2571500;20
MAFFLIERS;598200;2453900;61
SIDIAILLES;598300;2167900;64
SAINT-MAURICE-PRES-CROCQ;598300;2095200;11
ERINGHEM;598300;2655000;19
SPYCKER;598300;2664600;42
FOULANGUES;598300;2475400;8
SERICOURT;598300;2588900;4
CHAMPMOTTEUX;598300;2371600;6
LE QUESNEL-AUBRY;598300;2501400;0
MAURIAC;598400;2024200;439
MOURJOU;598400;1966200;94
MORLAC;598400;2191800;144
MESTES;598400;2054700;83
GAUCHIN-VERLOINGT;598400;2599300;18
NEUVILLETTE;598400;2579100;14
EPINAY-SUR-SEINE;598400;2439600;58
ARCHES;598500;2033100;19
SAINT-BENOIT-SUR-LOIRE;598500;2312100;38
HAUTECLOQUE;598500;2593100;68
ESCARO;598500;1725600;19
MONTROUGE;598500;2424000;103
LA CHAPELLE-SAINT-URSIN;598600;2228600;23
BUCAMPS;598600;2503100;8
EPINAY-SUR-ORGE;598600;2408200;52
BOURG-LA-REINE;598600;2420200;38
SAINT-ILLIDE;598700;2005500;304
LE PLESSIER-SUR-BULLES;598700;2499400;1
ARQUES;598700;2638500;60
MONTREDON-LABESSONNIE;598700;1858000;338
SAINT-LOUIS-ET-PARAHOU;598800;1760900;79
AUZITS;598800;1944200;134
SAINTE-MONTAINE;598800;2277900;7
BROXEELE;598800;2648300;9
DRINCHAM;598800;2657400;2
CROUY-EN-THELLE;598800;2468000;14
PAILLART;598800;2518600;25
SERDINYA;598800;1730200;3
AIGUEFONDE;598800;1832200;36
VILLEFRANCHE-D_ALBIGEOIS;598800;1876700;68
MONTMORENCY;598800;2443700;161
TAURIAC-DE-NAUCELLE;598900;1904800;30
AYRENS;598900;1998900;284
PRESLY;598900;2265200;15
LIGINIAC;598900;2044900;30
MALLERET;598900;2084600;1
ESTOUY;598900;2354500;8
YEVRE-LA-VILLE;598900;2349300;48
BALAGNY-SUR-THERAIN;598900;2477700;76
ESTREE-BLANCHE;598900;2622000;10
FIEFS;598900;2611700;157
VILLERS-BOCAGE;598900;2556400;15
FIRMI;599000;1949600;178
SERANDON;599000;2038800;88
NANCRAY-SUR-RIMARDE;599000;2340900;18
BOURET-SUR-CANCHE;599000;2585800;22
JUMEL;599000;2529500;15
SAINT-VRAIN;599000;2393100;43
DOMONT;599000;2447900;87
LITZ;599000;2492100;0
LA TOURETTE-CABARDES;599100;1820000;1
SAINT-ORADOUX-DE-CHIROUZE;599100;2080900;9
SAINT-PARDOUX-D_ARNET;599100;2097800;22
SAINS-EN-AMIENOIS;599100;2535300;32
LA VICOGNE;599100;2563100;2
VILLENEUVE-LA-GARENNE;599100;2437500;103
NANGEVILLE;599100;2368400;0
LA NEUVILLE-EN-HEZ;599200;2487700;16
MONTAURIOL;599200;1897800;27
SERENAC;599200;1884100;15
LE TRAVET;599200;1867600;6
FRESNES;599200;2417600;48
DEUIL-LA-BARRE;599200;2441400;38
SERRES;599300;1771200;3
VERZEILLE;599300;1790800;18
COLOMBIES;599300;1926900;102
COURCELLES;599300;2344300;3
CAMPREMY;599300;2507400;2
PARIS-14E--ARRONDISSEMENT;599300;2425600;419
BURLATS;599300;1848000;70
D_HUISON-LONGUEVILLE;599300;2384100;22
LEUDEVILLE;599300;2396900;9
ALLY;599400;2017100;109
LE CHAUCHET;599400;2123300;14
THURY-SOUS-CLERMONT;599400;2484500;9
CONTEVILLE-EN-TERNOIS;599400;2604100;16
HESTRUS;599400;2606000;19
QUIESTEDE;599400;2631800;20
BEAUVAL;599400;2567900;69
CHAUSSOY-EPAGNY;599400;2524900;18
WISSOUS;599400;2414500;19
BRUYERES-SUR-OISE;599400;2462500;8
NOISY-SUR-OISE;599400;2459500;29
L_ILE-SAINT-DENIS;599400;2438500;0
BELCASTEL;599500;1932500;3
CLEMONT;599500;2284700;20
SAINT-ELOY-DE-GY;599500;2241000;64
SAINT-PARDOUX-LE-NEUF;599500;2068000;2
SOUMANS;599500;2144800;86
ANGY;599500;2481800;23
BEAUVOIR;599500;2512100;8
BLESSY;599500;2624600;36
SAINTE-GENEVIEVE-DES-BOIS;599500;2404700;132
VILLEMOISSON-SUR-ORGE;599500;2406900;15
GINCLA;599600;1751200;13
ESCORAILLES;599600;2018700;19
AUGE;599600;2137400;8
LUSSAT;599600;2131700;319
SAINT-SAUVIER;599600;2155100;47
SIBIVILLE;599600;2589900;1
CACHAN;599600;2421400;23
SAINT-AIGNAN-DES-GUES;599700;2315400;3
CAMPAGNE-LES-WARDRECQUES;599700;2635500;17
HERLIN-LE-SEC;599700;2595300;6
PARIS--6E--ARRONDISSEMENT;599700;2427800;443
COISY;599700;2552000;8
SAINT-OUEN;599700;2434600;36
CAVANAC;599800;1796200;16
SOURNIAC;599800;2030500;77
CHAMBON;599800;2197500;39
LA SERRE-BUSSIERE-VIEILLE;599800;2117300;2
BULLES;599800;2495500;38
ARCUEIL;599800;2422900;21
SAINT-MARTIN-DU-TERTRE;599800;2456200;77
SAINT-ANTOINE;599900;1972000;12
ARCAY;599900;2218100;4
BUYSSCHEURE;599900;2645800;47
SAINT-POL-SUR-MER;599900;2671000;39
PARIS--1ER-ARRONDISSEMENT;599900;2429300;184
MORANGIS;599900;2411500;67
CIRES-LES-MELLO;600000;2473800;77
LIGNY-LES-AIRE;600000;2618700;27
PARIS--9E--ARRONDISSEMENT;600000;2430900;441
CAGNY;600000;2539300;6
L_HAY-LES-ROSES;600000;2419700;60
MOISSELLES;600000;2449700;2
SAINT-HILAIRE;600100;1786100;18
SAINT-AGNANT-PRES-CROCQ;600100;2089500;155
LA VILLETELLE;600100;2102600;36
ORVEAU-BELLESAUVE;600100;2365200;4
FONTAINE-LES-HERMANS;600100;2614700;6
ROQUETOIRE;600100;2630200;51
ESTREES-SUR-NOYE;600100;2532000;1
CONAT;600100;1734800;0
LEUC;600200;1793100;41
MIRAVAL-CABARDES;600200;1819800;2
PEYROLLES;600200;1773400;7
VILLEBAZY;600200;1783600;23
CHATEAUNEUF-SUR-CHER;600200;2207400;46
PITGAM;600200;2659600;24
BOUQUEMAISON;600200;2579900;32
LA FALOISE;600200;2522200;11
RIVERY;600200;2546000;87
RENNES-LES-BAINS;600300;1769000;16
VERNEIGES;600300;2140400;5
BOLLEZEELE;600300;2652400;33
LIETTRES;600300;2622400;19
REBREUVE-SUR-CANCHE;600300;2585700;25
LE PLESSIS-PATE;600300;2400900;18
CREZANCAY-SUR-CHER;600400;2201500;2
REIGNY;600400;2176600;27
VILLEMURLIN;600400;2297900;107
WESTREHEM;600400;2616600;7
SAINT-JULIEN-GAULENE;600400;1888300;29
PISCOP;600400;2446400;17
CARCASSONNE;600500;1800700;266
TERROLES;600500;1776500;2
NAUCELLE;600500;1909800;123
SANSAC-DE-MARMIESSE;600500;1987700;45
COURTEIX;600500;2071700;71
CLAIRMARAIS;600500;2641900;68
TROISVAUX;600500;2601800;8
PARIS--2E--ARRONDISSEMENT;600500;2429900;121
TALMAS;600500;2560500;134
ITTEVILLE;600500;2390500;70
GENTILLY;600500;2423800;36
COUFFY-SUR-SARSONNE;600600;2074600;77
BLAINCOURT-LES-PRECY;600600;2470000;9
WARDRECQUES;600600;2634500;33
PAYRIN-AUGMONTEL;600600;1837300;31
VAYRES-SUR-ESSONNE;600600;2381400;6
VILLETANEUSE;600600;2439800;1
MONTMAGNY;600600;2441200;125
TREBAN;600600;1898900;0
SAINTE-MARIE-LAPANOUZE;600700;2048000;15
MANCHECOURT;600700;2360100;4
AILLY-SUR-NOYE;600700;2527700;58
DOULLENS;600700;2574100;92
GIRONVILLE-SUR-ESSONNE;600700;2374100;16
VILLEGAILHENC;600800;1807700;16
ARMBOUTS-CAPPEL;600800;2665400;57
BUNEVILLE;600800;2592200;15
SAINS-LES-PERNES;600800;2609300;28
PARIS-18E--ARRONDISSEMENT;600800;2432700;439
TEILLET;600800;1871400;38
SAINT-ETIENNE-LA-GENESTE;600900;2050000;20
LE MESNIL-SUR-BULLES;600900;2498300;2
SAINT-POL-SUR-TERNOISE;600900;2599200;63
SAVIGNY-SUR-ORGE;600900;2409500;133
SAINT-BRICE-SOUS-FORET;600900;2444800;126
BELCASTEL-ET-BUC;601000;1780500;52
VILLANIERE;601000;1816200;15
ESCANDOLIERES;601000;1941100;38
BONVILLERS;601000;2509700;3
BORAN-SUR-OISE;601000;2464100;51
PARIS--5E--ARRONDISSEMENT;601000;2427300;525
MORSANG-SUR-ORGE;601000;2406400;115
ATTAINVILLE;601000;2451400;22
GROSLAY;601000;2442900;36
BUGARACH;601100;1763900;83
ARDENAIS;601100;2182700;56
TREIGNAT;601100;2149700;126
NEDONCHEL;601100;2614000;20
RUNGIS;601100;2416700;53
MARCAIS;601200;2188400;113
CHEVILLY-LARUE;601200;2418600;25
HUCLIER;601300;2604600;3
FOLLEVILLE;601300;2520100;3
ARIFAT;601300;1863700;10
SAINTE-LUNAISE;601300;2212700;0
BESSE;601400;2011100;56
CULAN;601400;2171700;68
TARDES;601400;2126800;39
CARDONNETTE;601400;2550600;7
LONGUEAU;601400;2541800;20
NOAILHAC;601400;1841500;108
LE KREMLIN-BICETRE;601400;2423300;43
VILLAINES-SOUS-BOIS;601400;2453000;1
LACAPELLE-PINET;601400;1896200;0
SAINT-DOULCHARD;601500;2234500;102
SAINT-PRIEST;601500;2121500;11
BOISCOMMUN;601500;2337700;27
SULLY-SUR-LOIRE;601500;2305800;90
MAISNIL;601500;2594600;128
FUILLA;601500;1728800;53
PARIS--4E--ARRONDISSEMENT;601500;2428400;248
AUSSILLON;601500;1832500;22
MAS-CABARDES;601600;1821900;4
SALSIGNE;601600;1813200;12
MARCOLES;601600;1975700;154
LUPERSAT;601600;2109900;71
BURY;601600;2479400;41
WAVIGNIES;601600;2505400;9
RACQUINGHEM;601600;2633400;57
SAINT-MICHEL-SUR-TERNOISE;601600;2597700;30
TANGRY;601600;2607400;49
PARIS--3E--ARRONDISSEMENT;601600;2429400;171
SAINT-DENIS;601600;2436800;62
ROUVROY-LES-MERLES;601600;2517000;0
BOYNES;601700;2346400;7
SURY-AUX-BOIS;601700;2328200;79
DUNKERQUE;601700;2671300;321
RUBROUCK;601700;2648800;41
RELY;601700;2620100;29
LE SOUICH;601700;2580800;22
PARIS-10E--ARRONDISSEMENT;601700;2430800;199
GUYENCOURT-SUR-NOYE;601700;2531100;6
RAINNEVILLE;601700;2553100;48
PARAY-VIEILLE-POSTE;601700;2413900;22
PRUNAY-SUR-ESSONNE;601700;2372500;8
VILLEJUIF;601700;2421500;143
CAZILHAC;601800;1797300;67
CRANDELLES;601800;1995100;57
PRECY-SUR-OISE;601800;2467200;31
TARTIGNY;601800;2515300;2
NEDON;601800;2613700;35
WITTERNESSE;601800;2624300;57
SAHORRE;601800;1724300;21
TEISSIERES-DE-CORNET;601900;1997100;102
NOURARD-LE-FRANC;601900;2500300;9
MONCHEAUX-LES-FREVENT;601900;2591000;2
REBREUVIETTE;601900;2584600;15
PY;601900;1718800;61
VILLEFRANCHE-DE-CONFLENT;601900;1732400;1
PARIS-13E--ARRONDISSEMENT;601900;2425500;355
CAMON;601900;2545000;47
COURDIMANCHE-SUR-ESSONNE;601900;2379900;5
PIERREFITTE-SUR-SEINE;601900;2440300;15
EZANVILLE;601900;2448900;422
CANETTEMONT;601900;2587100;0
NOAILHAC;602000;1952400;26
CALVINET;602000;1968900;21
SAINT-ELOY-D_ALLIER;602000;2166200;10
ANSACQ;602000;2483600;21
LACROUZETTE;602000;1851100;36
GRAND-VABRE;602100;1958100;113
MESPLES;602100;2158500;79
SACHIN;602100;2610800;30
BOIGNEVILLE;602100;2369900;18
VERT-LE-PETIT;602100;2394800;38
TROUY;602200;2224400;29
CROCQ;602200;2094400;246
NOORDPEENE;602200;2644500;70
MAYSEL;602200;2472600;10
QUERNES;602200;2623100;36
ALLONVILLE;602200;2549000;17
PADIES;602200;1893700;8
VERT-LE-GRAND;602200;2398200;85
VILLEMOUSTAUSSOU;602300;1805200;77
GOUTRENS;602300;1937500;157
LE VIGEAN;602300;2024700;506
YTRAC;602300;1990500;327
BOUZY-LA-FORET;602300;2318400;113
NESPLOY;602300;2332800;50
CAPPELLE-LA-GRANDE;602300;2667000;60
COTTENCHY;602300;2534500;10
LA FERTE-ALAIS;602300;2386900;34
FLEURY-MEROGIS;602300;2403800;16
NEUVILLE-AU-CORNET;602300;2593200;0
JALEYRAC;602400;2029900;65
VEYRIERES;602400;2035500;10
COUDRAY;602400;2363000;6
STEENE;602400;2662200;15
ETOUY;602400;2492200;16
MAISSE;602400;2377400;43
GRAMOND;602500;1918000;81
SAINT-EXUPERY-LES-ROCHES;602500;2056700;171
VIPLAIX;602500;2162400;57
BATILLY-EN-GATINAIS;602500;2342600;10
LINGHEM;602500;2621600;6
CHIRMONT;602500;2524200;2
RUBEMPRE;602500;2558000;6
GUIGNEVILLE-SUR-ESSONNE;602500;2384900;24
BELLOY-EN-FRANCE;602500;2454900;18
SAINT-MICHEL;602600;2340500;7
AUCHY-AU-BOIS;602600;2617300;7
AULNAY-LA-RIVIERE;602700;2356600;10
SAINT-PERE-SUR-LOIRE;602700;2308900;19
RABOUILLET;602700;1747100;38
VIRY-CHATILLON;602700;2407800;124
MAYRAN;602800;1932000;59
MELLO;602800;2475600;3
BEAUQUESNE;602800;2565000;53
SAINT-CIRGUE;602800;1885400;39
JUVISY-SUR-ORGE;602800;2410200;21
MISSEGRE;602900;1777700;1
RENESCURE;602900;2637900;46
